Company name Latin alphabet,NACE Rev. 2 main section,NACE_Section,Founded_Year,Company_Age,Status,Number of employees 2024,Number of employees 2023,Number of employees 2022,Number of employees 2021,Number of employees 2020,Number of employees 2019,Emp_Growth,max_employees,Scaler 2024,Scaler 2023,Gazelle 2024,Gazelle 2023,HighGrowthFirm 2024,aagr 2024,Legal_Form,B2B_or_B2C,Industry,Company_Description,Key_Activities,Scaler_2024,Gazelle_2024
GEORG SCHREIBER GMBH & CO. HANDELS KG,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2004,20,Active,24,33.0,32.0,30,30.0,31.0,-0.22580645161290322,39.0,0,0.0,0.0,0.0,0,-7.168223327744416,GmbH & Co. KG,Both,Ernährung und Landwirtschaft (NAICS 445290),Georg Schreiber GmbH & Co. Handels KG is a long-established company based in Bremen that offers high-quality flooring and flooring-related services with a tradition of more than 75 years.,"Tiles and parquet for private and commercial interiors, retail showroom, and interior flooring.",0,0
JOH. EGGERS SOHN GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2004,20,Active,20,21.0,21.0,21,12.0,,,21.0,0,1.0,0.0,0.0,0,-1.613185319380306,GmbH,Not found,Großhandel für Wein und Spirituosen,Traditionell als Großhandlung für Wein und Spirituosen in Bremen tätig,"Import und Export, Großeinkauf, Versand von Wein, Spirituosen, Kaffee, Tee und anderen hochwertigen Lebensmitteln (insb. Wein- und Spirituosenhandel)",0,0
MEDIA MARKT TV-HIFI-ELEKTRO GMBH BREMEN-WATERFRONT,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2004,20,Active,45,45.0,45.0,45,46.0,55.0,-0.18181818181818182,55.0,0,0.0,0.0,0.0,0,0.0,GmbH,Not found,Einzelhandel mit Geräten der Unterhaltungselektronik und Informationstechnik,MediaMarkt TV-HiFi-Elektro GmbH Bremen-Waterfront operates as a retail store of the MediaMarkt chain specializing in consumer electronics.,Retail sale of consumer electronics and related products.,0,0
INTERLINE SHIPPING GMBH,H - Transportation and storage,H,2004,20,Active,35,39.0,39.0,25,17.0,17.0,1.0588235294117647,39.0,1,1.0,0.0,0.0,0,11.86889420813968,Other,Not found,Freight forwarding,The company is engaged in the execution and brokerage of all kinds of forwarding transactions (freight forwarding).,Not found,1,0
JUS JUGENDHILFE UND SOZIALE ARBEIT GGMBH,Q - Human health and social work activities,Q,2004,20,Active,72,65.0,65.0,65,67.0,70.0,0.02857142857142857,88.0,0,0.0,0.0,0.0,0,3.468077553334115,GmbH,Not found,Soziale Arbeit und Jugendhilfe,Die gemeinnützige Gesellschaft JUS  Jugendhilfe und Soziale Arbeit gGmbH fördert und unterstützt junge Menschen in Bremen mit fachgerechten Hilfen zur Erziehung und weiteren sozialpädagogischen Maßnahmen. ,"Hilfen zur Erziehung, JuSos, Fördereinrichtungen, Soziale Trainingskurse, Verkehrsschulen sowie Projektarbeit unter anderem in Form der Projektförderung für junge Menschen.",0,0
BEICHLER + ROHR GMBH & CO. KG PLANUNGSGRUPPE,"M - Professional, scientific and technical activities",M,2003,21,Active,18,19.0,20.0,20,20.0,20.0,-0.1,20.0,0,0.0,0.0,0.0,0,-3.451061539437028,GmbH & Co. KG,B2B,ArchitektenbÜro,The planungsgruppe beichler + rohr is a Bremen-based architecture office focused on planning and constructing automotive businesses such as dealerships and workshops since 1994.,"Planning and constructing new, renovated, and extended auto dealerships and auto workshop facilities for automotive businesses.",0,0
KAEFER SCHIFFSAUSBAU GMBH,F - Construction,F,2003,21,Active,210,200.0,170.0,140,140.0,,,210.0,1,1.0,0.0,0.0,0,14.47142425533319,GmbH,B2B,Building of ships and floating structures,"KAEFER Schiffsausbau GmbH is a member of the KAEFER Group and specializes in technical insulation, fire protection and construction work for ships and floating structures.","Insulation, thermal, acoustic and fire protection services for shipbuilding and shipyard work",1,0
BESI MARINE SYSTEMS GMBH,C - Manufacturing,C,2003,21,Active,36,32.0,27.0,27,26.0,27.0,0.3333333333333333,36.0,1,0.0,0.0,0.0,0,10.06424162982089,GmbH,Not found,Marine industry,"BESI Marine Systems GmbH is the designer, manufacturer and service provider of flow management systems for the marine industry.",Flow management systems; straight and three-way type control valves; valve actuators and complete remote control systems.,1,0
JAKOPACK INDUSTRIEVERPACKUNG GMBH,C - Manufacturing,C,2001,23,Active,10,10.0,10.0,10,11.0,,,11.0,0,0.0,0.0,0.0,0,0.0,GmbH,B2B,Verpackungsdienstleistungen,"JAKOPACK Industrieverpackung GmbH is a service provider for industrial and export packaging across air, sea, and road freight.","Industrial and export packaging services for air, sea, and road freight.",0,0
DKV-RESIDENZ IN DER CONTRESCARPE GMBH,Q - Human health and social work activities,Q,2003,21,Active,78,79.0,70.0,70,69.0,70.0,0.11428571428571428,79.0,0,0.0,0.0,0.0,0,3.672965370691306,GmbH,B2C,Seniorenresidenz,"DKV-Residenz in der Contrescarpe is a senior residence offering independent, centrally located 2- and 3-room apartments in Bremen with high-quality furnishings and extensive care and social offerings.","Independent living apartments, wellness, gastronomy, and a diverse program for residents.",0,0
PENSUM BREMEN GMBH,N - Administrative and support service activities,N,2003,21,Active,48,65.0,91.0,103,117.0,134.0,-0.6417910447761194,207.0,0,0.0,0.0,0.0,0,-22.47031771858306,Other,B2B,Provider of staffing solutions,"Personalvermittlung in Bremen that finds Fach- und Führungskräfte through Active Sourcing, Headhunting & Executive Search.","Personalvermittlung, Active Sourcing, Headhunting, Executive Search, Karriereberatung",0,0
MICURA PFLEGEDIENSTE BREMEN GMBH,Q - Human health and social work activities,Q,2004,20,Active,19,20.0,21.0,22,25.0,21.0,-0.09523809523809523,25.0,0,0.0,0.0,0.0,0,-4.769300718637126,GmbH,Not found,ambulanten Pflege- und Betreuungsmarkt,"miCura Pflegedienste ist ein modernes, wachsendes Dienstleistungsunternehmen im ambulanten Pflege- und Betreuungsmarkt, das in den Bundesländern Hamburg, Bremen ... Wir bieten Ihnen und Ihren pflegebedürftigen Angehörigen professionelle Hilfe, Betreuung und Pflege zu Hause.","Pflegeberatung & Beratungsbesuche, Betreuung im Alltag, Hauswirtschaftliche Unterstützung, Pflegerische Unterstützung, Behandlungspflege",0,0
KOCKS MANUFACTURING GMBH & CO. KG,C - Manufacturing,C,2004,20,Active,98,48.0,45.0,40,43.0,44.0,1.2272727272727273,98.0,1,0.0,0.0,0.0,1,34.80997498879253,GmbH & Co. KG,B2B,MECHANICAL ENGINEERING,KOCKS DEVELOPS AND DISTRIBUTES 3-ROLL BLOCKS FOR PRODUCTION OF HIGH-END LONG PRODUCTS,"3-ROLL TECHNOLOGY, PREMIUM ROLLING SOLUTIONS, 3-ROLL BLOCKS, DIGITALIZATION AND INDUSTRY 4.0 SOLUTIONS",1,0
UNICON LOGISTICS GMBH,H - Transportation and storage,H,2004,20,Active,39,39.0,39.0,35,34.0,34.0,0.14705882352941177,39.0,0,0.0,0.0,0.0,0,3.672965370691306,GmbH,B2B,Logistics; Freight Forwarding,"UNICON LOGISTICS GMBH is an international freight forwarding and logistics service provider based in Bremen, Germany.","Seafreight, airfreight, pre FBA/FBM logistics in Germany, the UK and the USA; import and export forwarding services; integrated logistics and supply chain management.",0,0
URBAHN GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2004,20,Active,13,10.0,10.0,10,10.0,,,13.0,0,0.0,0.0,0.0,0,9.139288306110593,Other,Not found,Construction,Urbahn GmbH is a construction company serving the Bremen-Hannover-Hamburg region.,"Construction, renovation, plastering services, thermal insulation, brick façade work, and building material trading.",0,0
TO DO SOLUTIONS GMBH & CO. KG,"M - Professional, scientific and technical activities",M,2004,20,Dissolved,10,16.0,11.0,11,11.0,10.0,0.0,16.0,0,1.0,0.0,0.0,0,-3.127069384853576,GmbH & Co. KG,B2B,Engineering & consulting,"TO DO Solutions is an engineering and consulting company based in Bremen, Germany, that focuses on project management, planning and execution of complex projects.","Consulting, project management, engineering, planning and implementation of projects (machines, process technology, electrical engineering & automation).",0,0
OMNI LIFE SCIENCE GMBH & CO. KG,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2004,20,Active,25,27.0,25.0,23,22.0,22.0,0.13636363636363635,27.0,0,0.0,0.0,0.0,0,2.818372270192615,GmbH & Co. KG,B2B,life science,OLS OMNI Life Science GmbH & Co. KG is a German company headquartered in Bremen that specializes in advanced tools and expertise for cell research.,"Advanced tools and consumables for cell research, including cell counting and analyzer systems (e.g., CASY), cell culture systems, incubators, and bioreactors.",0,0
HENNE VERPACKUNG GMBH & CO. KG,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2004,20,Active,19,20.0,20.0,18,16.0,,,20.0,0,0.0,0.0,0.0,0,1.818579071493431,GmbH & Co. KG,Both,Verpackungen,"Henne Verpackung GmbH & Co. KG is a Bremen-based specialist for packaging materials and cartons, operating in the professional packaging sector.",Verpackungsmittel & Kartonagen; zertifizierte Flaschen-Versandkartonagen; Geschenkverpackungen und entsprechendes Zubehör.,0,0
IMPACK GMBH VERPACKEN FUER DRITTE,N - Administrative and support service activities,N,2004,20,Active,100,100.0,100.0,100,100.0,100.0,0.0,100.0,0,0.0,0.0,0.0,0,0.0,GmbH,Not found,Not found,"IMPACK GmbH Verpacken für Dritte is a packaging service provider based in Bremen, Germany.",Packaging of goods and goods for third parties and related services,0,0
CDS BETRIEBS GMBH BREMEN,I - Accommodation and food service activities,I,2003,21,Active,50,50.0,50.0,50,50.0,49.0,0.02040816326530612,50.0,0,0.0,0.0,0.0,0,0.0,GmbH,Not found,"Hotels, restaurants and catering","CDS Betriebs GmbH Bremen is a company registered in Bremen, Germany, under the commercial register entry HRB 22042","The operation of gastronomic facilities under the concept ""Cafe Del Sol""",0,0
HEINZ A. OSTERLOH GMBH & CO. KG,L - Real estate activities,L,2004,20,Active,9,9.0,9.0,11,11.0,11.0,-0.18181818181818182,11.0,0,0.0,0.0,0.0,0,-6.470213835438399,GmbH & Co. KG,B2B,Immobilien- und Hausverwaltung,"Heinz A. Osterloh GmbH & Co. KG is an estate agency based in Bremen, Germany, specialising in property management and administration.","Property management and administration services, including management of residential and commercial properties.",0,0
NEUSTA MOBILE SOLUTIONS GMBH,J - Information and communication,J,2003,21,Active,70,74.0,76.0,74,72.0,63.0,0.1111111111111111,76.0,0,0.0,0.0,0.0,0,-1.835278207156454,GmbH,B2B,application development,"Neusta mobile solutions GmbH is a Germany-based company specializing in mobile applications and platforms, headquartered in Bremen. It is part of the Team Neusta group. Its industry is application development. It provides core product offerings including mobile application development for iOS and Android platforms. It is a B2B company, indicated by evidence that it develops apps for agencies, corporate clients, and startups.",Mobile application development for iOS and Android platforms,0,0
LOGIPACK SERVICE GMBH,N - Administrative and support service activities,N,2004,20,Active,80,78.0,81.0,88,72.0,65.0,0.23076923076923078,98.0,0,0.0,0.0,0.0,0,-3.127069384853576,GmbH,Not found,"Transportation, Logistics, Supply Chain and Storage","LOGIPACK Service GmbH is a logistics and supply chain specialist in Bremen, Germany. According to North Data, its registered seat is in Bremen and it has the company register number HRB 24362.","LOGIPACK specializes in providing reusable packaging and services along the beverage supply chain, including logistics, packaging, storage, and empties services to manufacturers.",0,0
BLG HANDELSLOGISTIK GMBH & CO. KG,H - Transportation and storage,H,2002,22,Active,720,720.0,720.0,720,720.0,,,720.0,0,0.0,0.0,0.0,0,0.0,GmbH & Co. KG,Both,Not found,Supply of German and European central warehouses; B2B and B2C shipping; Warehouse management; Picking; Packaging; Shipping; Planning of shipping space.,Supply of German and European central warehouses; B2B and B2C shipping; Warehouse management; Picking; Packaging; Shipping; Planning of shipping space.,0,0
DSN HOLDING GMBH,"M - Professional, scientific and technical activities",M,2001,23,Active,27,23.0,22.0,20,20.0,18.0,0.5,27.0,1,0.0,0.0,0.0,0,10.52094495921161,GmbH,Not found,Not found,DSN Holding GmbH is based in Bremen's Überseestadt district and manages essential internal services for the DSN GROUP.,Not found,1,0
" WILLER & PARTNER MBB WIRTSCHAFTSPRUEFER, STEUERBERATER","M - Professional, scientific and technical activities",M,2003,21,Active,44,59.0,59.0,42,,,,59.0,0,,0.0,,0,1.562752417894298,Other,Both,Steuerberatung,Willer & Partner mbB is a tax advisory and audit firm based in Bremen,Tax advisory services and audit activities,0,0
VITAKRAFT PET CARE GMBH & CO. KG,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,2000,24,Active,550,550.0,550.0,550,550.0,,,550.0,0,0.0,0.0,0.0,0,0.0,GmbH & Co. KG,B2C,Animal Food Manufacturing,"Vitakraft pet care GmbH & Co. KG is the legal offeror of Vitakraft; its registered office is located at Mahndorfer Heerstr. 9, 28307 Bremen, Germany.","Develops, produces and distributes high-quality pet food, tasty snacks and accessories for pets.",0,0
PLL PROJEKT-LOGISTIK GMBH,H - Transportation and storage,H,2000,24,Active,69,71.0,78.0,74,85.0,110.0,-0.37272727272727274,110.0,0,0.0,0.0,0.0,0,-2.304973057084969,GmbH,Not found,Logistics & Supply Chain,"PLL Projekt-Logistik GmbH is a logistics company based in Bremen, Germany, focused on transport and project logistics with an emphasis on quality, reliability, and cost-effectiveness.","Transport and project logistics services, cargo confirming and inspection services",0,0
GRIMM UND ARNOLD WERBEAGENTUR GMBH,"M - Professional, scientific and technical activities",M,2001,23,Active,13,13.0,13.0,11,11.0,,,13.0,0,0.0,0.0,0.0,0,5.726427034643122,GmbH,Not found,Werbeagentur,"Grimm und Arnold Werbeagentur GmbH is a registered provider of advertising and communications based in Bremen, Germany, active in marketing and agency services.",Advertising and communication marketing; online marketing; web design; social media; brand communication (CI/CD); print design; event and audio services.,0,0
MALERMEISTER ALEX E.K.,F - Construction,F,2000,24,Active,18,11.0,11.0,10,,,,18.0,1,,0.0,,1,21.64403991146799,Other,Both,Malerhandwerk,"Malermeister Alex e.K. is a painting company based in Bremen, Germany.","Interior and exterior painting, color concepts, and interior flooring including carpet, laminate, vinyl, and cork.",1,0
TRENZ GMBH,J - Information and communication,J,2000,24,Active,11,11.0,10.0,10,9.0,9.0,0.2222222222222222,18.0,0,,0.0,,0,3.228011545636722,GmbH,Not found,Shipping and Shipping Equipment,"TRENZ GmbH delivers German-engineered excellence in maritime navigation, hardware, software, and data services, based in Bremen, Germany.","Portable Pilot Units, Pilot Plugs, and maritime software and electronic systems for navigation and control.",0,0
